name,category,evolution_stage,rarity,description,image_url
Dark Vileplume - Team Rocket,Grass,3,Rare Holo,"Evolves from: Dark Gloom

Ability (Pokémon Power) - Hay Fever: No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass + Grass) - Petal Whirlwind: 30× damage. Flip a coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Dark Vileplume is now Confused (after doing damage).

Flavor: Perhaps because of their strong-smelling pollen, other Pokémon do not approach areas where Vileplumes live.",https://images.pokemontcg.io/base5/13.png
Dark Weezing - Team Rocket,Grass,2,Rare Holo,"Evolves from: Koffing

Attack (Grass + Colorless) - Mass Explosion: 20× damage. Does 20 damage times the total number of Koffings, Weezings, and Dark Weezings in play (Apply Weakness and Resistance.). Then, this attack does 20 damage to each Koffing, Weezing, and Dark Weezing (even your own). Don't apply Weakness and Resistance.

Attack (Grass + Grass + Grass) - Stun Gas: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.

Flavor: Researchers have observed these Pokémon reproducing in industrial waste sites.",https://images.pokemontcg.io/base5/14.png
Dark Alakazam - Team Rocket,Psychic,3,Rare,"Evolves from: Dark Kadabra

Attack (Psychic + Psychic + Colorless) - Teleport Blast: 30 damage. You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.)

Attack (Psychic + Psychic + Psychic) - Mind Shock: 40 damage. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Flavor: Almost as if it were being controlled by something else, it never changes expressions, even in the middle of battle.",https://images.pokemontcg.io/base5/18.png
Dark Arbok - Team Rocket,Grass,2,Rare,"Evolves from: Ekans

Attack (Grass + Grass) - Stare: Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.

Attack (Grass + Grass + Grass) - Poison Vapor: 10 damage. The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)

Flavor: Freezes its prey with its stare. If you should encounter one, remember not to look into its eyes.",https://images.pokemontcg.io/base5/19.png
Dark Blastoise - Team Rocket,Water,3,Rare,"Evolves from: Dark Wartortle

Attack (Water + Water) - Hydrocannon: 30+ damage. Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.

Attack (Water + Colorless + Colorless) - Rocket Tackle: 40 damage. Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)

Flavor: An aggressive Pokémon that tackles anything it sees.",https://images.pokemontcg.io/base5/20.png
Dark Charizard - Team Rocket,Fire,3,Rare,"Evolves from: Dark Charmeleon

Attack (Colorless) - Nail Flick: 10 damage. 

Attack (Fire + Fire) - Continuous Fireball: 50× damage. Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.

Flavor: Seemingly possessed, it spews fire like a volcano, trying to burn all it sees.",https://images.pokemontcg.io/base5/21.png
Dark Dragonite - Team Rocket,Colorless,3,Rare,"Evolves from: Dark Dragonair

Ability (Pokémon Power) - Summon Minions: When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.

Attack (Colorless + Colorless + Colorless + Colorless) - Giant Tail: 70 damage. Flip a coin. If tails, this attack does nothing.

Flavor: Sometimes called ""The God of Destruction."" Its wings are able to support it in spite of its massive weight.",https://images.pokemontcg.io/base5/22.png
Dark Dugtrio - Team Rocket,Fighting,2,Rare,"Evolves from: Diglett

Ability (Pokémon Power) - Sinkhole: Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.

Attack (Fighting + Fighting) - Knock Down: 20+ damage. Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.

Flavor: Digs large sinkholes in the ground and tries to trap its enemies in them.",https://images.pokemontcg.io/base5/23.png
Dark Golbat - Team Rocket,Grass,2,Rare,"Evolves from: Zubat

Ability (Pokémon Power) - Sneak Attack: When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.

Attack (Grass + Grass) - Flitter: Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Evolves into: Crobat

Flavor: Sneaks up silently on its prey and attacks it from behind, sometimes killing it with one bite.",https://images.pokemontcg.io/base5/24.png
Dark Gyarados - Team Rocket,Water,2,Rare,"Evolves from: Magikarp

Ability (Pokémon Power) - Final Beam: When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.

Attack (Water + Water + Water) - Ice Beam: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: Normally found only in the deep ocean, it has recently been seen in shallow waters as well.",https://images.pokemontcg.io/base5/25.png
Dark Hypno - Team Rocket,Psychic,2,Rare,"Evolves from: Drowzee

Attack (Psychic) - Psypunch: 20 damage. 

Attack (Psychic + Psychic + Colorless) - Bench Manipulation: 20× damage. Your opponent flips a number of coins equal to the number of Pokémon on his or her Bench. This attack does 20 damage times the number of tails. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Flavor: Carries a pendulum with it always. Sometimes appears near less-traveled roads and schools at dusk.",https://images.pokemontcg.io/base5/26.png
Dark Machamp - Team Rocket,Fighting,3,Rare,"Evolves from: Dark Machoke

Attack (Fighting + Fighting) - Mega Punch: 30 damage. 

Attack (Fighting + Fighting + Fighting + Colorless) - Fling: Your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. This attack can't be used if your opponent has no Benched Pokémon.

Flavor: It is almost impossible to defend against a Machamp's four powerful arms.",https://images.pokemontcg.io/base5/27.png
Dark Magneton - Team Rocket,Lightning,2,Rare,"Evolves from: Magnemite

Attack (Colorless + Colorless) - Sonicboom: 20 damage. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Attack (Lightning + Lightning) - Magnetic Lines: 30 damage. If the Defending Pokémon has any basic Energy cards attached to it, choose 1 of them. If your opponent has any Benched Pokémon, choose 1 of them and attach that Energy card to it.

Evolves into: Magnezone

Flavor: The number of incidents of hackers using Magnetons to damage computer systems is steadily increasing.",https://images.pokemontcg.io/base5/28.png
Dark Slowbro - Team Rocket,Psychic,2,Rare,"Evolves from: Slowpoke

Ability (Pokémon Power) - Reel In: When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.

Attack (Psychic + Psychic) - Fickle Attack: 40 damage. Flip a coin. If tails, this attack does nothing.

Flavor: It loves nothing better than to be left alone, and so sometimes ends up being manipulated by unscrupulous people.",https://images.pokemontcg.io/base5/29.png
Dark Vileplume - Team Rocket,Grass,3,Rare,"Evolves from: Dark Gloom

Ability (Pokémon Power) - Hay Fever: No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass + Grass) - Petal Whirlwind: 30× damage. Flip a coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Dark Vileplume is now Confused (after doing damage).

Flavor: Perhaps because of their strong-smelling pollen, other Pokémon do not approach areas where Vileplumes live.",https://images.pokemontcg.io/base5/30.png
Dark Weezing - Team Rocket,Grass,2,Rare,"Evolves from: Koffing

Attack (Grass + Colorless) - Mass Explosion: 20× damage. Does 20 damage times the total number of Koffings, Weezings, and Dark Weezings in play (Apply Weakness and Resistance.). Then, this attack does 20 damage to each Koffing, Weezing, and Dark Weezing (even your own). Don't apply Weakness and Resistance.

Attack (Grass + Grass + Grass) - Stun Gas: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.

Flavor: Researchers have observed these Pokémon reproducing in industrial waste sites.",https://images.pokemontcg.io/base5/31.png
Dark Charmeleon - Team Rocket,Fire,2,Uncommon,"Evolves from: Charmander

Attack (Colorless + Colorless) - Tail Slap: 20 damage. 

Attack (Fire + Fire + Fire) - Fireball: 70 damage. Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin. If heads, discard 1 of those Energy cards. If tails, this attack does nothing (not even damage).

Evolves into: Charizard

Flavor: Its tail is incredibly strong, able to lift up to 5 adult men.",https://images.pokemontcg.io/base5/32.png
Dark Dragonair - Team Rocket,Colorless,2,Uncommon,"Evolves from: Dratini

Ability (Pokémon Power) - Evolutionary Light: Once during your turn (before your attack), you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.

Attack (Colorless + Colorless + Colorless) - Tail Strike: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.

Evolves into: Dragonite

Flavor: As is fitting for a legendary Pokémon, it has many strange powers, including the ability to make rain or snow fall.",https://images.pokemontcg.io/base5/33.png
Dark Electrode - Team Rocket,Lightning,2,Uncommon,"Evolves from: Voltorb

Attack (Colorless) - Rolling Tackle: 10 damage. 

Attack (Lightning + Lightning) - Energy Bomb: 30 damage. Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon (in any way you choose). If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.

Flavor: Some researchers hypothesize that Electrode may actually be a form of energy instead of having an actual body.",https://images.pokemontcg.io/base5/34.png
Dark Flareon - Team Rocket,Fire,2,Uncommon,"Evolves from: Eevee

Attack (Colorless) - Rage: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.

Attack (Fire + Fire) - Playing with Fire: 30+ damage. Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage; if tails, this attack does 30 damage.

Flavor: A Pokémon with a hot temper that can't be controlled once it's angered. Capable of breathing flames hotter than 3000°.",https://images.pokemontcg.io/base5/35.png
Dark Gloom - Team Rocket,Grass,2,Uncommon,"Evolves from: Oddish

Ability (Pokémon Power) - Pollen Stench: Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass) - Poisonpowder: 10 damage. The Defending Pokémon is now Poisoned.

Evolves into: Vileplume, Bellossom

Flavor: Its pollen has such a strong smell that it even confuses itself at times.",https://images.pokemontcg.io/base5/36.png
Dark Golduck - Team Rocket,Water,2,Uncommon,"Evolves from: Psyduck

Attack (Psychic) - Third Eye: Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.

Attack (Psychic + Psychic + Colorless) - Super Psy: 50 damage. 

Flavor: When Psyducks evolve, their headaches disappear and they find themselves in possession of formidable mental powers.",https://images.pokemontcg.io/base5/37.png
